Brand,Store Number,Country,Longitude,Latitude
Starbucks,28395-250694,GB,-2.23,53.33
Starbucks,32744-134274,GB,-2.23,51.19
Starbucks,12311-55039,GB,-1.34,51.05
Starbucks,47783-259772,GB,-1.31,51.06
Starbucks,29617-254527,GB,-0.61,51.48
Starbucks,18154-188187,GB,-2.96,53.31
Starbucks,15212-157712,GB,-2.99,53.35
Starbucks,18415-190746,GB,0.21,52.68
Starbucks,28561-250843,GB,-0.56,51.32
Starbucks,21345-211127,GB,-0.55,51.31
Starbucks,12620-99392,GB,-2.13,52.58
Starbucks,47897-260287,GB,-2.13,52.59
Starbucks,12884-137739,GB,0.07,51.49
Starbucks,27733-248624,GB,-2.22,52.19
Starbucks,23487-230748,GB,-0.37,50.81
Starbucks,23486-230747,GB,-0.38,50.83
Starbucks,26182-243846,GB,-2.41,51.54
Starbucks,22464-221087,GB,-2.61,50.94
Starbucks,28696-250905,GB,-1.05,53.99
Starbucks,28693-250900,GB,-1.08,53.92
Starbucks,18863-194128,GB,-1.09,53.96
Starbucks,28700-250896,GB,-1.08,53.96
Starbucks,3785-152292,GB,-1.28,53.32
Starbucks,3790-152293,GB,-1.28,53.32
Starbucks,1127-152288,GB,-1.75,53.71
Starbucks,1128-152289,GB,-1.74,53.71
Starbucks,23410-236917,GB,-6.23,54.73
Starbucks,23401-230086,GB,-6.28,54.33
Starbucks,23411-230090,GB,-5.7,54.66
Starbucks,23412-230087,GB,-5.93,54.6
Starbucks,26216-244044,GB,-5.93,54.6
Starbucks,23403-230071,GB,-5.96,54.57
Starbucks,47740-259625,GB,-5.87,54.62
Starbucks,23406-230068,GB,-5.94,54.59
Starbucks,24491-238154,GB,-5.93,54.6
Starbucks,18423-190947,GB,-6.22,54.66
Starbucks,23405-230069,GB,-5.93,54.6
Starbucks,23404-247553,GB,-5.96,54.58
Starbucks,23415-230084,GB,-5.93,54.59
Starbucks,23408-230066,GB,-5.93,54.6
Starbucks,23416-230072,GB,-6.67,55.13
Starbucks,23409-230065,GB,-6.39,54.45
Starbucks,23413-230089,GB,-7.32,54.99
Starbucks,23407-230067,GB,-7.27,55
Starbucks,23414-230085,GB,-6.34,54.18
Starbucks,12892-137745,GB,-2.1,57.15
Starbucks,12155-15514,GB,-2.1,57.15
Starbucks,21608-213346,GB,-2.11,57.17
Starbucks,12849-139607,GB,-2.11,57.14
Starbucks,23663-220744,GB,-2.21,57.15
Starbucks,12110-11930,GB,-2.11,57.14
Starbucks,7059-150224,GB,-2.1,57.14
Starbucks,23019-227090,GB,-3.18,51.48
Starbucks,20848-208626,GB,-4.52,55.94
Starbucks,24137-227651,GB,-3.4,56.08
Starbucks,3794-152300,GB,-3.08,55.01
Starbucks,18896-196625,GB,-3.61,55.07
Starbucks,12138-15516,GB,-2.97,56.46
Starbucks,12893-137746,GB,-3.46,56.07
Starbucks,12773-139659,GB,-4.18,55.76
Starbucks,12595-98114,GB,-3.18,55.95
Starbucks,23542-231125,GB,-3.21,55.95
Starbucks,12060-10175,GB,-3.21,55.95
Starbucks,22809-222384,GB,-3.23,55.97
Starbucks,12172-21961,GB,-3.2,55.95
Starbucks,12629-100508,GB,-3.22,55.95
Starbucks,12296-47940,GB,-3.18,55.98
Starbucks,12857-139656,GB,-3.19,55.94
Starbucks,12463-154646,GB,-3.11,55.93
Starbucks,12124-13990,GB,-3.19,55.95
Starbucks,12649-102743,GB,-3.21,55.93
Starbucks,23716-232705,GB,-3.23,55.9
Starbucks,12216-38380,GB,-3.2,55.95
Starbucks,12850-139655,GB,-3.18,55.94
Starbucks,25114-239449,GB,-3.36,55.95
Starbucks,17831-186424,GB,-3.19,55.95
Starbucks,12174-19260,GB,-3.31,55.94
Starbucks,12240-33142,GB,-3.2,55.95
Starbucks,20722-208167,GB,-3.23,55.94
Starbucks,15291-154725,GB,-3.19,55.95
Starbucks,12881-137736,GB,-3.32,57.65
Starbucks,20725-208170,GB,-3.78,56
Starbucks,12562-60620,GB,-4.25,55.86
Starbucks,12180-27548,GB,-4.27,55.87
Starbucks,18489-191425,GB,-4.26,55.86
Starbucks,12537-95489,GB,-4.14,55.87
Starbucks,22808-222385,GB,-4.34,55.82
Starbucks,23478-229328,GB,-4.26,55.86
Starbucks,12218-33459,GB,-4.25,55.86
Starbucks,12166-24311,GB,-4.29,55.88
Starbucks,20730-208171,GB,-4.29,55.85
Starbucks,25020-239625,GB,-2.87,55.74
Starbucks,12045-10176,GB,-4.26,55.86
Starbucks,12784-139662,GB,-4.25,55.86
Starbucks,17963-182568,GB,-4.37,55.88
Starbucks,12836-137777,GB,-4.25,55.86
Starbucks,23017-227088,GB,-4.35,55.86
Starbucks,12053-10195,GB,-4.25,55.86
Starbucks,12763-139661,GB,-4.34,55.82
Starbucks,12246-41559,GB,-4.22,57.48
Starbucks,3824-153525,GB,-4.18,57.48
Starbucks,12456-154104,GB,-3.85,56.03
Starbucks,22412-220864,GB,-4.47,55.85
Starbucks,12660-103504,GB,-3.52,55.88
Starbucks,18426-240465,GB,-4.43,55.86
Starbucks,18425-190949,GB,-4.43,55.86
Starbucks,22106-217704,GB,-3.43,56.4
Starbucks,31126-106654,GB,-4.61,55.51
Starbucks,12594-98117,GB,-2.8,56.34
Starbucks,12163-33119,GB,-3.21,55.96
Starbucks,24685-238749,GB,-3.58,51.53
Starbucks,12535-95486,GB,-3.18,51.48
Starbucks,6029-140752,GB,-3.18,51.48
Starbucks,9140-152302,GB,-3.14,51.54
Starbucks,22806-224264,GB,-3.17,51.48
Starbucks,15221-158868,GB,-3.26,51.52
Starbucks,12755-140529,GB,-3.19,51.53
Starbucks,12232-38320,GB,-3.18,51.48
Starbucks,12693-105424,GB,-3.17,51.46
Starbucks,12181-33339,GB,-3.17,51.48
Starbucks,5016-140751,GB,-3.18,51.48
Starbucks,25634-242025,GB,-3.14,51.5
Starbucks,12745-109630,GB,-3.19,51.45
Starbucks,24034-235326,GB,-4.09,52.41
Starbucks,24690-238748,GB,-3.02,51.65
Starbucks,3784-239369,GB,-3.58,51.53
Starbucks,24035-235325,GB,-3.82,53.32
Starbucks,24687-238750,GB,-4.14,51.68
Starbucks,20849-208627,GB,-4.08,51.8
Starbucks,21846-212225,GB,-2.81,51.77
Starbucks,12665-103623,GB,-3.38,51.54
Starbucks,32506-138015,GB,-4.33,52.91
Starbucks,21472-213065,GB,-3.52,53.27
Starbucks,18412-190745,GB,-3.52,53.27
Starbucks,24684-238747,GB,-3.95,51.62
Starbucks,24686-238751,GB,-3.93,51.64
Starbucks,32726-140373,GB,-3.92,51.62
Starbucks,24489-238169,GB,-3.91,51.62
Starbucks,18158-188191,GB,-3.03,53.03
Starbucks,12832-137758,GB,-2.99,53.04
Starbucks,30777-101661,GR,23.83,38
Starbucks,42409-84880,GR,23.82,38.01
Starbucks,31148-104786,GR,23.8,38.01
Starbucks,30782-101706,GR,23.79,38.05
Starbucks,31480-107809,GR,23.75,37.86
Starbucks,42412-84881,GR,23.76,37.99
Starbucks,42401-79886,GR,23.73,37.98
Starbucks,32196-124527,GR,23.75,37.98
Starbucks,42426-94814,GR,23.8,38.09
Starbucks,42403-82760,GR,23.69,37.93
Starbucks,15278-159324,GR,23.73,37.98
Starbucks,1348-117508,GR,23.79,38.03
Starbucks,42431-97953,GR,23.81,38.07
Starbucks,42407-83982,GR,23.72,37.95
Starbucks,42402-78300,GR,23.73,37.91
Starbucks,30790-103676,GR,23.84,38.05
Starbucks,42423-96137,GR,23.78,38.01
Starbucks,42411-90709,GR,23.75,37.86
Starbucks,42410-82783,GR,23.7,37.96
Starbucks,42419-95465,GR,23.65,37.94
Starbucks,31227-105233,GR,22.95,40.63
Starbucks,31828-104397,GR,22.94,40.63
Starbucks,42420-95464,GR,25.33,37.44
Starbucks,32588-136873,GR,28.22,36.45
Starbucks,32500-122117,GR,24.02,35.52
Starbucks,31791-108572,GR,25.12,35.34
Starbucks,31826-115604,GR,25.13,35.34
Starbucks,32263-131865,GR,25.13,35.34
Starbucks,26819-245706,GT,-90.56,14.62
Starbucks,21692-214012,GT,-90.49,14.61
Starbucks,20309-204645,GT,-90.53,14.62
Starbucks,47001-248636,GT,-90.31,14.36
Starbucks,26486-227366,GT,-90.51,14.6
Starbucks,15243-155286,GT,-90.51,14.6
Starbucks,15097-155287,GT,-90.45,14.55
Starbucks,26730-245246,HU,19.03,47.5
Starbucks,19098-198404,HU,19.02,47.49
Starbucks,28488-249978,HU,19.06,47.49
Starbucks,49264-267872,HU,19.08,47.5
Starbucks,9029-151185,HU,19.06,47.51
Starbucks,16068-162564,HU,19.03,47.51
Starbucks,16568-172205,HU,19.09,47.5
Starbucks,23820-233051,HU,19.06,47.47
Starbucks,25543-241384,HU,19.06,47.51
Starbucks,49521-269624,HU,19.06,47.49
Starbucks,19097-196324,HU,19.14,47.5
Starbucks,28489-249269,HU,19.07,47.49
Starbucks,7083-150311,HU,19.05,47.5
Starbucks,1557-152967,HU,19.03,47.51
Starbucks,1796-142667,HU,19.07,47.5
Starbucks,17057-179045,HU,19.05,47.5
Starbucks,25380-240833,ID,115.18,-8.74
Starbucks,35627-96421,ID,115.17,-8.73
Starbucks,25562-241564,ID,115.11,-8.61
Starbucks,8094-150707,ID,115.21,-8.68
Starbucks,17160-177137,ID,115.17,-8.72
Starbucks,7133-148805,ID,115.26,-8.51
Starbucks,2110-154208,ID,115.18,-8.72
Starbucks,15327-159185,ID,115.17,-8.72
Starbucks,15943-166965,ID,115.17,-8.71
Starbucks,31887-178624,ID,115.17,-8.74
Starbucks,18640-193885,ID,115.26,-8.69
Starbucks,15659-163865,ID,115.18,-8.7
Starbucks,25458-225019,ID,106.16,-6.04
Starbucks,17449-182009,ID,106.71,-6.28
Starbucks,31921-116544,ID,106.68,-6.21
Starbucks,4137-153864,ID,106.66,-6.26
Starbucks,31922-118770,ID,106.65,-6.26
Starbucks,18639-193784,ID,106.63,-6.18
Starbucks,18976-197424,ID,106.68,-6.21
Starbucks,31008-143884,ID,106.61,-6.23
Starbucks,16824-150713,ID,106.66,-6.26
Starbucks,3842-150708,ID,106.74,-6.27
Starbucks,15338-160346,ID,106.75,-6.27
Starbucks,13055-156050,ID,107.44,-6.67
Starbucks,35632-172427,ID,107.64,-6.93
Starbucks,31778-117006,ID,107.6,-6.88
Starbucks,35624-95643,ID,107.6,-6.89
Starbucks,26682-245067,ID,107.62,-6.9
Starbucks,15393-160948,ID,107.17,-6.28
Starbucks,17332-179327,ID,107.21,-6.35
Starbucks,3674-142704,ID,106.96,-6.25
Starbucks,8186-151544,ID,106.85,-6.55
Starbucks,31247-105747,ID,106.8,-6.59
Starbucks,26696-245069,ID,107.72,-6.51
Starbucks,26695-245070,ID,107.72,-6.51
Starbucks,15255-159189,ID,106.83,-6.36
Starbucks,19184-199145,ID,106.87,-6.66
Starbucks,31381-107384,ID,112.66,-7.28
Starbucks,16072-168164,ID,112.75,-7.26
Starbucks,35606-81940,ID,112.74,-7.26
Starbucks,15769-164628,ID,112.81,-7.28
Starbucks,15760-164626,ID,112.74,-7.34
Starbucks,31317-107041,ID,112.78,-7.27
Starbucks,16198-159210,ID,112.72,-7.29
Starbucks,19584-199165,ID,112.73,-7.29
Starbucks,32306-117244,ID,112.73,-7.29
Starbucks,31588-108744,ID,112.74,-7.26
Starbucks,3676-145544,ID,106.82,-6.2
Starbucks,3920-153796,ID,106.81,-6.26
Starbucks,18642-193804,ID,106.83,-6.18
Starbucks,16235-169645,ID,106.82,-6.2
Starbucks,3675-142706,ID,106.82,-6.23
Starbucks,35615-87284,ID,106.8,-6.23
Starbucks,18181-187485,ID,106.82,-6.22
Starbucks,18970-197408,ID,106.79,-6.18
Starbucks,17446-182010,ID,106.82,-6.18
Starbucks,1191-151546,ID,106.8,-6.23
Starbucks,1805-136389,ID,106.83,-6.23
Starbucks,3672-142233,ID,106.79,-6.17
Starbucks,35625-96898,ID,106.8,-6.24
Starbucks,18216-187484,ID,106.81,-6.28
Starbucks,35623-95921,ID,106.8,-6.23
Starbucks,1471-138566,ID,106.82,-6.21
Starbucks,35607-79421,ID,106.8,-6.29
Starbucks,35612-88221,ID,106.65,-6.12
Starbucks,3061-150704,ID,106.82,-6.29
Starbucks,35620-93483,ID,106.82,-6.19
Starbucks,35630-98942,ID,106.82,-6.21
Starbucks,35616-92977,ID,106.83,-6.27
Starbucks,31683-110844,ID,106.82,-6.2
Starbucks,31137-105170,ID,106.86,-6.19
Starbucks,19181-199149,ID,106.79,-6.28
Starbucks,35614-224449,ID,106.73,-6.19
Starbucks,27656-225011,ID,106.8,-6.26
Starbucks,35626-96757,ID,106.85,-6.24
Starbucks,19736-199151,ID,106.82,-6.19
Starbucks,31138-104473,ID,106.8,-6.23
Starbucks,35608-79420,ID,106.9,-6.16
Starbucks,23803-225015,ID,106.81,-6.29
Starbucks,16219-169644,ID,106.75,-6.19
Starbucks,32153-121684,ID,106.82,-6.2
Starbucks,1804-136386,ID,106.78,-6.24
Starbucks,35602-205564,ID,106.78,-6.28
Starbucks,30658-100504,ID,106.78,-6.24
Starbucks,35605-79002,ID,106.79,-6.17
Starbucks,31691-110845,ID,106.82,-6.2
Starbucks,30724-100465,ID,107.04,-6.27
Starbucks,15257-159192,ID,106.83,-6.21
Starbucks,31802-117325,ID,106.65,-6.12
Starbucks,35631-224526,ID,106.78,-6.18
Starbucks,35629-97937,ID,106.89,-6.17
Starbucks,1808-137814,ID,106.89,-6.34
Starbucks,17195-177134,ID,106.78,-6.26
Starbucks,32252-130326,ID,106.82,-6.22
Starbucks,15855-165845,ID,106.81,-6.18
Starbucks,35609-81420,ID,106.83,-6.22
Starbucks,15854-165844,ID,106.8,-6.18
Starbucks,16263-159203,ID,106.82,-6.22
Starbucks,16061-159201,ID,106.83,-6.22
Starbucks,35601-75560,ID,106.82,-6.2
Starbucks,31136-104736,ID,106.82,-6.21
Starbucks,31139-105083,ID,106.8,-6.23
Starbucks,35604-79001,ID,106.8,-6.23
Starbucks,17445-182011,ID,106.78,-6.25
Starbucks,35619-93437,ID,106.82,-6.21
Starbucks,31801-111324,ID,106.83,-6.23
Starbucks,7173-136396,ID,106.82,-6.15
Starbucks,1802-136390,ID,106.83,-6.22
Starbucks,35603-78921,ID,106.82,-6.21
Starbucks,31316-106290,ID,106.84,-6.24
Starbucks,15873-166345,ID,106.83,-6.23
Starbucks,16220-169291,ID,106.84,-6.18
Starbucks,1578-137812,ID,106.82,-6.21
Starbucks,32528-138194,ID,106.76,-6.19
Starbucks,7175-150684,ID,106.79,-6.17
Starbucks,31210-105745,ID,106.83,-6.19
Starbucks,31027-101358,ID,106.8,-6.23
Starbucks,31920-108077,ID,106.85,-6.3
Starbucks,3582-136395,ID,106.78,-6.12
Starbucks,32358-136391,ID,106.79,-6.13
Starbucks,31186-234184,ID,106.83,-6.13
Starbucks,1574-136392,ID,106.89,-6.15
Starbucks,1806-136388,ID,106.79,-6.12
Starbucks,17112-179325,ID,107.4,-6.39
Starbucks,8012-150714,ID,110.41,-6.98
Starbucks,15884-159209,ID,112.73,-7.28
Starbucks,19528-199166,ID,107.44,-6.47
Starbucks,49821-271383,ID,107.62,-6.94
Starbucks,23842-220764,ID,107.61,-6.91
Starbucks,24946-229904,ID,107.62,-6.92
Starbucks,49072-266889,ID,107.58,-6.9
Starbucks,18230-184485,ID,106.64,-6.19
Starbucks,20011-199147,ID,106.97,-6.27
Starbucks,21298-210724,ID,106.97,-6.25
Starbucks,23638-231687,ID,107.17,-6.29
Starbucks,29978-256274,ID,106.77,-6.56
Starbucks,25442-224445,ID,106.84,-6.58
Starbucks,49066-266884,ID,106.59,-6.23
Starbucks,24642-220786,ID,106.84,-6.45
Starbucks,21275-210464,ID,106.82,-6.62
Starbucks,20632-207348,ID,106.8,-6.61
Starbucks,47334-257767,ID,106.84,-6.64
Starbucks,26828-245720,ID,106.43,-6.19
Starbucks,24311-229945,ID,108.55,-6.74
Starbucks,27340-247350,ID,115.12,-8.4
Starbucks,25119-240088,ID,106.85,-6.3
Starbucks,27454-247744,ID,106.53,-6.18
Starbucks,29077-252348,ID,106.48,-6.14
Starbucks,12969-154207,ID,106.88,-6.15
Starbucks,19625-199164,ID,106.82,-6.22
Starbucks,8075-148808,ID,106.74,-6.18
Starbucks,24691-220785,ID,106.83,-6.2
Starbucks,47654-259168,ID,106.83,-6.17
Starbucks,49825-271385,ID,106.81,-6.22
Starbucks,26883-245969,ID,106.49,-6.12
Starbucks,26881-245967,ID,106.8,-6.25
Starbucks,26490-220805,ID,106.8,-6.28
Starbucks,49827-231688,ID,106.82,-6.24
Starbucks,24945-220765,ID,113.15,-8.14
Starbucks,47339-257773,ID,106.87,-6.22
Starbucks,16264-169646,ID,106.77,-6.14
Starbucks,24669-236964,ID,106.85,-6.26
Starbucks,27657-248314,ID,106.79,-6.2
Starbucks,25450-224448,ID,106.84,-6.24
Starbucks,49826-271386,ID,106.83,-6.22
Starbucks,48315-262826,ID,106.47,-6.14
Starbucks,17682-184484,ID,106.83,-6.18
Starbucks,26488-220797,ID,106.73,-6.19
Starbucks,49069-266887,ID,106.44,-6.06
Starbucks,26694-245068,ID,106.82,-6.2
Starbucks,18972-197409,ID,106.89,-6.57
Starbucks,47330-257771,ID,106.9,-6.17
Starbucks,13066-156049,ID,106.78,-6.27
Starbucks,27360-247351,ID,106.83,-6.24
Starbucks,26882-245968,ID,106.84,-6.15
Starbucks,21768-215204,ID,106.85,-6.3
Starbucks,21169-209904,ID,106.91,-6.38
Starbucks,50296-273927,ID,106.83,-6.22
Starbucks,24692-238764,ID,106.83,-6.22
Starbucks,19202-199506,ID,106.83,-6.21
Starbucks,28098-249936,ID,106.8,-6.27
Starbucks,29974-256268,ID,106.47,-6.17
Starbucks,26222-220798,ID,106.79,-6.32
Starbucks,25076-239905,ID,106.83,-6.22
Starbucks,24693-238765,ID,106.9,-6.24
Starbucks,23839-233325,ID,106.5,-6.12
Starbucks,24072-220790,ID,106.81,-6.14
Starbucks,49822-271382,ID,106.85,-6.14
Starbucks,19626-199157,ID,106.78,-6.11
Starbucks,24194-227824,ID,106.89,-6.26
Starbucks,49076-266888,ID,106.67,-6.12
Starbucks,15637-136385,ID,106.83,-6.24
Starbucks,29437-253764,ID,106.8,-6.19
Starbucks,24073-223865,ID,106.82,-6.22
Starbucks,19577-199524,ID,106.83,-6.13
Starbucks,49823-271381,ID,106.78,-6.22
Starbucks,21161-209905,ID,106.8,-6.29
Starbucks,25461-220807,ID,106.85,-6.3
Starbucks,18643-193805,ID,106.89,-6.36
Starbucks,49824-271388,ID,106.95,-6.19
Starbucks,20064-199146,ID,106.82,-6.2
Starbucks,50294-273928,ID,106.82,-6.19
Starbucks,48324-262830,ID,106.47,-6.11
Starbucks,24312-229424,ID,106.83,-6.18
Starbucks,29975-256272,ID,106.84,-6.19
Starbucks,24667-233049,ID,106.83,-6.24
Starbucks,24075-224447,ID,106.82,-6.23
Starbucks,25807-242535,ID,108.98,0.93
Starbucks,24641-224446,ID,106.97,-6.29
Starbucks,26693-225025,ID,110.71,-7.61
Starbucks,29076-252349,ID,106.82,-6.15
Starbucks,47347-257766,ID,112.61,-7.98
Starbucks,47476-256275,ID,110.42,-7.13
Starbucks,26097-220795,ID,107.81,-7.19
Starbucks,24672-235807,ID,107.58,-6.96
Starbucks,15645-163844,ID,112.73,-7.35
Starbucks,25449-220793,ID,112.69,-7.43
Starbucks,25454-234144,ID,112.73,-7.33
Starbucks,47449-258525,ID,112.74,-7.26
Starbucks,24694-235344,ID,112.73,-7.35
Starbucks,23527-220792,ID,112.8,-7.37
Starbucks,27655-248316,ID,106.39,-6.18
Starbucks,22946-219444,ID,106.63,-6.2
Starbucks,19462-199168,ID,106.72,-6.29
Starbucks,47726-259568,ID,106.67,-6.12
Starbucks,27658-248315,ID,106.41,-6.07
Starbucks,20603-199124,ID,106.64,-6.17
Starbucks,50293-273930,ID,110.37,-7.79
Starbucks,47333-257765,ID,110.38,-7.78
Starbucks,25459-229905,ID,116.88,-1.16
Starbucks,48312-262785,ID,109.34,-0.05
Starbucks,48326-262786,ID,109.4,-0.15
Starbucks,25460-220804,ID,117.11,-0.53
Starbucks,18242-187486,ID,110.32,0.59
Starbucks,15942-234204,ID,116.9,-1.26
Starbucks,29977-256270,ID,115.15,-8.66
Starbucks,29073-252347,ID,115.17,-8.78
Starbucks,30833-101913,ID,115.23,-8.8
Starbucks,21166-209924,ID,115.17,-8.72
Starbucks,19721-199154,ID,115.17,-8.74
Starbucks,26059-243408,ID,116.11,-8.59
Starbucks,28100-249937,ID,115.22,-8.77
Starbucks,20841-199105,ID,115.16,-8.68
Starbucks,15755-164624,ID,104.06,1.13
Starbucks,15756-164625,ID,106.93,-6.22
Starbucks,25018-238763,ID,119.42,-5.14
Starbucks,26489-220811,ID,124.92,1.54
Starbucks,26058-243407,ID,124.83,1.46
Starbucks,1818-142724,ID,116.82,-1.22
Starbucks,26884-245970,ID,105.15,-5.23
Starbucks,24074-220806,ID,98.69,3.61
Starbucks,48308-262825,ID,98.4,3.35
Starbucks,21425-212586,ID,98.68,3.78
Starbucks,48313-262824,ID,98.4,3.36
Starbucks,20634-207347,ID,98.39,3.39
Starbucks,19978-199148,ID,104.74,-2.98
Starbucks,19331-199185,ID,98.93,1.98
Starbucks,19405-199186,ID,101.45,0.51
Starbucks,15328-159205,ID,106.85,-6.13
Starbucks,15256-159204,ID,106.83,-6.19
Starbucks,15647-163864,ID,106.8,-6.24
Starbucks,15561-159207,ID,104.76,-2.98
Starbucks,16294-159208,ID,107,-6.22
Starbucks,32780-136394,ID,98.67,3.58
Starbucks,17053-177136,ID,106.81,-6.24
Starbucks,21426-212585,ID,98.68,3.72
Starbucks,35622-94319,ID,98.67,3.58
Starbucks,31888-120065,ID,110.39,-7.78
Starbucks,24731-238865,IE,-6.11,53.21
Starbucks,24079-235589,IE,-8.4,51.89
Starbucks,49255-267804,IE,-8.47,51.92
Starbucks,27322-247292,IE,-8.47,51.9
Starbucks,24733-238866,IE,-8.44,51.88
Starbucks,22648-222906,IE,-6.26,53.34
Starbucks,22807-224765,IE,-6.25,53.33
Starbucks,23171-228444,IE,-6.26,53.35
Starbucks,23995-234526,IE,-6.4,54
Starbucks,25382-240839,IE,-6.26,53.35
Starbucks,27403-247530,IE,-9.05,53.27
Starbucks,24078-235588,IE,-7.25,52.66
Starbucks,27461-247764,IE,-8.63,52.66
Starbucks,27405-247529,IE,-8.62,52.66
Starbucks,24732-238864,IE,-6.45,53.35
Starbucks,48399-263286,IE,-6.15,52.8
Starbucks,25907-242939,IE,-7.94,53.42
Starbucks,48032-261184,IE,-6.14,53.24
Starbucks,26204-243987,IE,-6.35,53.72
Starbucks,49114-267115,IE,-6.18,53.4
Starbucks,18149-188371,IE,-6.2,53.29
Starbucks,18702-254728,IE,-6.18,53.3
Starbucks,32143-134144,IE,-6.39,53.39
Starbucks,22548-222165,IE,-6.14,53.29
Starbucks,21760-215146,IE,-6.26,53.35
Starbucks,18696-194288,IE,-6.39,53.39
Starbucks,47206-257264,IE,-6.26,53.35
Starbucks,18705-194297,IE,-6.26,53.34
Starbucks,22547-222164,IE,-6.26,53.35
Starbucks,19209-199624,IE,-6.25,53.39
Starbucks,18693-194285,IE,-6.25,53.33
Starbucks,18707-194299,IE,-6.23,53.33
Starbucks,48400-263287,IE,-6.26,53.35
Starbucks,16884-176567,IE,-6.26,53.35
Starbucks,47354-257845,IE,-6.27,53.32
Starbucks,18694-194286,IE,-6.24,53.29
Starbucks,20780-208185,IE,-6.24,53.33
Starbucks,15912-166846,IE,-6.26,53.35
Starbucks,27821-248845,IE,-6.27,53.34
Starbucks,17251-180565,IE,-6.24,53.29
Starbucks,26203-243985,IE,-6.32,53.32
Starbucks,32272-134147,IE,-6.39,53.39
Starbucks,18144-188372,IE,-6.27,53.29
Starbucks,48398-263288,IE,-6.23,53.36
Starbucks,18697-194289,IE,-6.39,53.35
Starbucks,18706-194298,IE,-6.25,53.35
Starbucks,18695-194287,IE,-6.26,53.33
Starbucks,27819-248847,IE,-6.14,53.29
Starbucks,28344-250584,IE,-6.26,53.34
Starbucks,18708-194300,IE,-6.39,53.39
Starbucks,21761-215149,IE,-6.25,53.29
Starbucks,16881-176566,IE,-6.26,53.35
Starbucks,18703-194295,IE,-6.22,53.28
Starbucks,29159-252791,IE,-6.24,53.35
Starbucks,21758-215144,IE,-6.13,53.29
Starbucks,21757-215145,IE,-6.26,53.35
Starbucks,20779-208184,IE,-6.27,53.32
Starbucks,3779-145066,IE,-6.24,53.43
Starbucks,15292-159464,IE,-6.26,53.34
Starbucks,25692-242136,IE,-6.11,53.39
Starbucks,27758-248669,IE,-6.23,53.45
Starbucks,27404-247531,IE,-6.23,53.35
Starbucks,26855-245864,IE,-6.26,53.35
Starbucks,29161-252793,IE,-6.07,53.39
Starbucks,18704-194296,IE,-6.15,53.45
Starbucks,15038-156345,IE,-6.8,53.18
Starbucks,18709-194301,IE,-6.22,53.45
Starbucks,48710-264364,IE,-7.11,52.26
Starbucks,21762-215148,IE,-8.41,51.89
Starbucks,25908-242938,IE,-8.47,51.9
Starbucks,25691-242137,IE,-8.48,51.9
Starbucks,48222-262309,IE,-8.46,51.9
Starbucks,50642-275045,IE,-8.55,52.67
Starbucks,23149-228271,IN,78.45,17.42
Starbucks,23191-228548,IN,78.39,17.48
Starbucks,23193-228546,IN,78.39,17.43
Starbucks,23180-228545,IN,78.42,17.42
Starbucks,24457-238129,IN,78.38,17.45
Starbucks,23664-232349,IN,78.38,17.45
Starbucks,20874-208485,IN,77.13,28.67
Starbucks,29491-254065,IN,77.12,28.57
Starbucks,22446-221249,IN,77.07,28.46
Starbucks,23392-229965,IN,77.17,28.57
Starbucks,25522-241268,IN,77.12,28.56
Starbucks,23666-232345,IN,77.11,28.64
Starbucks,18971-197487,IN,77.16,28.54
Starbucks,19363-201204,IN,77.22,28.53
Starbucks,19518-200666,IN,77.25,28.55
Starbucks,19063-198205,IN,77.22,28.63
Starbucks,22570-222670,IN,77.22,28.63
Starbucks,24736-238828,IN,77.16,28.54
Starbucks,21764-215225,IN,77.15,28.69
Starbucks,20176-203905,IN,77.24,28.55
Starbucks,19513-197406,IN,77.1,28.56
Starbucks,19514-197404,IN,77.1,28.56
Starbucks,27717-248629,IN,77.19,28.55
Starbucks,22572-222668,IN,77.24,28.53
Starbucks,25654-241824,IN,77.08,28.48
Starbucks,21333-211367,IN,77.06,28.47
Starbucks,29490-254064,IN,77.09,28.48
Starbucks,21652-213925,IN,77.09,28.5
Starbucks,18973-197486,IN,77.1,28.5
Starbucks,24737-238830,IN,77.05,28.41
Starbucks,21816-215552,IN,77.56,13.01
Starbucks,23293-229025,IN,77.59,12.91
Starbucks,21965-216488,IN,77.7,13
Starbucks,21606-213485,IN,77.61,12.94
Starbucks,22449-221247,IN,77.64,12.97
Starbucks,23150-228269,IN,77.57,12.99
Starbucks,23148-228268,IN,77.58,13.01
Starbucks,24432-237928,IN,77.73,12.99
Starbucks,22445-221246,IN,77.66,12.99
Starbucks,21743-215051,IN,77.61,12.97
Starbucks,22456-221251,IN,72.82,19.01
Starbucks,19524-202205,IN,72.83,19.18
Starbucks,21450-211905,IN,72.83,19.08
Starbucks,22539-222210,IN,72.82,18.93
Starbucks,24458-238127,IN,72.82,19.13
Starbucks,18225-189165,IN,72.83,18.93
Starbucks,20778-207865,IN,72.83,19.05
Starbucks,22452-221250,IN,72.83,19.14
Starbucks,19034-197924,IN,72.92,19.1
Starbucks,21329-210768,IN,72.97,19.21
Starbucks,18409-190784,IN,72.84,19.01
Starbucks,23292-229027,IN,72.87,19.1
Starbucks,26082-243524,IN,72.85,19.06
Starbucks,20457-205766,IN,72.97,19.2
Starbucks,24734-238829,IN,72.92,19.09
